N,TotalTime_s,TimePerIter_ms
50,0.32244552099996326,3.2244552099996326
100,0.4530014949999668,4.530014949999668
250,1.7886750189999248,17.886750189999248
500,5.746013497000035,57.460134970000354
1000,22.073811824000018,220.73811824000018
