N,TotalTime_s,TimePerIter_ms
50,0.3506935310001609,3.5069353100016087
100,0.21909340000001976,2.1909340000001976
250,0.4208871440000621,4.208871440000621
500,0.7686587549999331,7.686587549999331
1000,2.1425275319998036,21.425275319998036
